Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate,Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
26,0,33,0,15,0,57,60,92,1,1,28,10,2
29,0,35,3,10,1,81,67,50,1,0,26,10,2
22,1,42,2,10,0,53,61,96,1,0,13,7,2
19,0,21,0,4,0,63,74,60,1,2,22,8,1
29,1,36,3,8,0,85,66,92,1,2,0,8,2
21,1,31,0,4,1,100,85,78,1,0,6,9,0
19,1,45,2,7,0,80,71,86,1,2,17,5,1
28,0,30,2,1,1,58,75,53,1,1,0,6,1
19,1,14,2,18,0,95,65,94,1,0,22,7,2
26,1,21,0,10,0,83,98,91,0,2,14,8,0
20,0,40,0,12,0,70,99,54,0,2,18,9,0
26,0,28,2,14,1,72,42,54,1,2,26,4,3
18,0,12,0,9,1,82,41,59,0,2,26,7,3
25,1,7,3,18,1,87,94,67,1,2,20,7,0
18,0,40,1,16,1,76,70,99,1,1,9,10,1
23,0,32,0,4,1,82,69,85,1,1,5,4,2
24,0,22,3,14,1,97,90,61,1,2,24,6,0
19,0,46,1,20,1,64,70,74,1,1,14,4,1
23,1,5,2,9,1,73,96,73,1,2,12,10,0
19,1,9,2,2,1,73,85,92,0,2,30,10,0
23,1,7,0,6,1,62,59,69,1,1,15,4,2
18,1,22,1,2,1,86,47,70,1,0,28,8,3
26,1,45,2,6,0,80,70,83,1,0,12,5,1
29,1,12,1,14,0,58,41,89,1,2,2,9,3
23,1,32,1,16,1,89,41,64,1,2,6,5,3
26,1,24,1,6,1,95,100,51,1,2,8,7,0
21,0,38,3,15,1,91,43,100,0,0,2,9,3
22,1,32,2,7,0,82,50,69,1,2,17,4,3
21,0,29,3,3,1,58,67,75,1,0,0,10,2
23,1,37,3,13,0,94,71,89,1,1,24,8,1
22,0,49,2,9,1,82,81,65,0,2,27,7,1
29,0,20,1,19,0,78,97,87,1,2,23,7,0
29,1,36,0,11,1,51,95,64,1,1,27,9,0
24,0,14,1,5,0,81,98,68,0,2,19,6,0
28,1,23,2,14,1,53,64,80,1,0,6,9,2
22,0,49,0,1,0,76,85,77,1,0,23,8,0
29,1,17,1,16,1,69,46,88,1,2,18,5,3
27,0,32,0,11,0,85,97,60,0,2,11,4,0
29,0,24,3,7,1,66,90,89,1,1,20,7,0
25,0,33,3,10,0,99,65,50,1,2,1,9,2
21,1,34,2,11,1,86,45,89,0,2,7,5,3
21,1,31,0,5,0,97,74,86,1,2,21,6,1
19,1,14,3,1,1,60,41,82,1,2,9,6,3
29,0,35,1,0,0,59,82,57,0,2,17,6,1
26,1,36,0,12,1,81,89,97,0,0,17,10,0
19,0,22,1,20,0,52,75,98,0,2,21,6,1
25,1,39,3,19,0,80,58,67,1,2,0,5,2
28,1,22,2,11,0,96,75,83,1,2,3,7,1
21,1,18,1,5,1,64,95,96,1,2,3,4,0
29,0,33,0,16,0,90,99,93,1,2,16,6,0
21,1,16,1,0,1,82,45,68,0,1,25,10,3
24,0,38,3,8,0,51,44,93,1,2,3,8,3
26,1,19,0,16,1,67,100,81,1,2,21,10,0
23,1,44,3,4,0,55,70,91,1,0,26,10,1
19,1,22,0,20,1,68,72,96,1,1,9,9,1
19,1,24,1,17,1,60,41,65,1,1,7,8,3
26,0,25,2,2,0,54,47,57,1,2,30,8,3
18,1,26,1,9,1,79,94,93,1,0,28,6,0
19,0,23,1,4,0,83,68,80,0,2,23,9,2
21,1,19,3,20,0,79,55,68,0,2,22,7,2
19,1,13,1,18,0,97,70,76,1,2,7,10,1
23,1,25,3,2,1,96,72,61,1,1,0,4,1
28,0,29,0,2,1,67,91,78,1,2,15,7,0
25,0,9,3,16,1,93,92,84,0,1,26,6,0
18,1,15,0,7,1,87,64,74,0,2,0,6,2
22,1,39,3,19,1,91,79,89,1,0,28,9,1
22,1,37,2,1,1,78,77,70,1,0,14,7,1
20,1,7,0,3,1,76,82,72,0,1,12,5,1
18,0,29,3,18,1,76,52,82,1,0,25,8,3
20,0,48,1,20,1,52,61,55,1,1,28,8,2
25,1,29,0,17,1,77,43,60,0,0,1,8,3
24,0,14,1,2,0,96,60,76,1,0,17,7,2
21,0,5,0,3,0,65,62,61,1,1,9,5,2
29,1,38,1,2,1,68,64,91,1,0,7,6,2
28,0,8,2,9,1,99,97,99,0,1,30,4,0
26,1,24,3,8,1,84,55,99,0,1,3,10,2
23,0,24,1,5,0,66,99,88,0,2,16,6,0
28,1,5,0,17,1,85,61,63,0,1,22,7,2
26,1,49,1,1,0,92,57,60,1,1,15,8,2
18,1,7,1,5,1,78,58,80,1,2,5,7,2
20,0,14,3,6,1,77,57,97,1,2,26,5,2
27,1,47,3,10,0,97,55,82,1,0,8,9,2
29,0,6,3,16,1,81,47,100,1,2,19,6,3
18,1,15,1,14,0,93,61,74,1,1,28,10,2
21,1,39,3,15,1,90,90,67,0,2,11,8,0
22,0,45,2,15,1,75,44,99,1,2,24,9,3
19,1,40,2,14,1,91,46,99,0,2,20,5,3
27,0,20,3,8,0,67,95,68,1,1,4,5,0
24,0,33,3,4,1,60,75,97,1,2,10,8,1
23,0,48,0,6,1,86,66,79,1,1,28,4,2
22,0,38,2,0,1,77,93,76,1,1,17,9,0
21,0,10,2,13,0,76,56,92,0,0,23,4,2
24,1,42,2,17,0,52,96,65,1,0,30,10,0
18,1,31,3,1,0,73,77,96,1,2,12,7,1
26,1,22,2,5,0,100,86,79,1,2,8,6,0
22,1,27,0,16,1,77,84,95,1,0,20,9,1
24,1,38,2,2,0,96,86,94,0,1,21,8,0
24,0,10,1,14,1,75,57,80,0,2,8,4,2
27,1,42,1,19,0,56,67,66,0,2,11,6,2
29,1,24,2,15,0,70,76,84,1,2,17,9,1
29,0,21,1,1,1,85,44,51,0,2,30,4,3
21,1,19,0,16,1,60,46,65,1,2,0,9,3
19,0,19,3,7,0,83,97,74,0,2,15,10,0
24,0,36,0,11,1,87,99,64,1,1,29,10,0
22,0,25,2,20,1,56,83,76,0,2,21,8,1
25,1,34,3,6,1,82,78,86,1,1,14,5,1
21,0,45,1,0,0,86,70,76,0,2,17,8,1
22,0,26,1,3,1,70,74,52,0,2,13,8,1
23,0,34,0,12,1,54,98,74,0,1,22,6,0
18,0,8,1,20,0,92,64,50,0,2,8,5,2
25,1,42,1,20,0,77,43,65,1,2,8,5,3
23,0,31,1,10,1,68,79,83,0,1,26,4,1
19,0,28,2,17,1,67,72,90,1,2,11,5,1
22,0,9,0,8,1,96,56,93,1,2,12,10,2
25,0,15,0,0,1,73,58,79,1,2,2,7,2
27,0,46,2,13,1,56,99,53,1,2,23,6,0
23,1,33,0,13,1,53,94,74,1,0,6,4,0
27,0,9,3,16,1,72,59,71,1,0,16,4,2
24,1,41,2,17,1,80,51,54,1,2,8,9,3
29,0,46,3,10,0,56,87,80,1,0,18,8,0
21,1,47,3,1,1,55,84,53,1,2,3,6,1
21,1,47,2,1,1,84,99,51,1,2,8,5,0
24,1,13,1,0,1,75,68,89,1,0,25,7,2
21,0,37,1,7,0,95,81,70,0,2,26,4,1
20,0,6,3,0,1,65,100,96,1,0,28,10,0
27,1,49,2,3,0,87,90,80,1,1,26,5,0
27,0,46,3,20,1,57,75,56,1,2,20,6,1
27,1,36,1,6,1,65,81,93,1,2,2,4,1
23,1,41,3,4,0,63,63,78,0,0,6,5,2
23,1,41,1,14,0,75,46,70,1,2,1,9,3
23,0,8,2,3,0,81,88,94,1,1,1,10,0
21,0,21,1,4,0,73,81,79,1,2,15,6,1
22,0,25,3,11,1,76,96,74,0,1,13,5,0
27,1,31,2,11,1,72,84,76,1,2,14,8,1
18,1,36,0,7,1,65,78,88,1,0,7,10,1
23,1,45,3,5,0,64,62,62,1,2,0,5,2
18,1,5,3,2,1,53,61,66,1,2,13,9,2
20,0,29,0,16,0,68,59,81,1,2,2,5,2
18,1,35,3,10,0,77,87,95,1,2,22,7,0
23,0,14,1,9,0,62,84,68,1,0,26,4,1
22,0,28,2,5,1,93,64,58,1,1,2,9,2
21,0,32,2,10,1,61,69,59,1,2,16,6,2
20,1,38,1,18,0,67,62,79,1,1,27,7,2
25,0,32,0,2,1,69,72,96,1,1,23,10,1
23,0,32,2,3,1,93,71,50,0,0,28,6,1
18,1,9,2,3,1,61,65,77,1,0,3,5,2
19,0,21,3,6,0,72,100,67,0,2,9,9,0
24,1,49,0,1,1,73,59,53,0,2,16,6,2
18,1,10,1,10,1,59,100,86,1,2,17,9,0
24,1,11,1,17,1,69,43,86,1,2,10,5,3
22,0,35,1,18,0,74,68,80,0,1,19,6,2
26,1,35,0,8,1,82,88,68,0,1,2,8,0
25,0,16,2,17,1,60,89,86,0,0,9,9,0
19,1,32,2,19,1,99,56,63,1,0,3,4,2
23,1,16,3,2,1,69,67,64,1,2,20,7,2
18,1,7,3,14,0,98,84,69,1,2,26,10,1
26,0,23,0,10,0,72,51,93,1,1,28,9,3
28,1,15,0,10,1,51,81,77,1,2,27,10,1
21,1,12,0,1,1,65,65,77,0,1,12,8,2
22,1,39,2,13,1,66,40,92,1,0,21,5,3
19,0,17,3,16,0,78,59,97,0,2,27,5,2
29,1,33,3,13,1,77,43,53,1,1,21,9,3
26,1,47,1,1,1,70,100,82,1,1,26,10,0
23,0,35,2,11,0,69,88,52,1,0,29,8,0
23,1,36,0,9,1,58,88,74,1,0,15,7,0
19,0,22,3,0,1,50,44,76,1,2,18,8,3
19,1,23,1,12,0,79,51,73,1,1,15,8,3
24,0,38,3,17,1,89,90,95,1,2,21,6,0
20,0,18,3,2,1,87,98,76,1,2,11,4,0
29,1,22,1,11,1,73,89,97,1,1,17,6,0
19,1,30,3,9,1,62,82,53,0,2,18,10,1
22,1,30,2,0,1,75,55,95,1,0,9,9,2
25,1,17,1,3,1,51,81,60,0,2,14,8,1
25,0,41,0,2,0,66,76,68,1,2,23,8,1
25,0,21,3,17,1,96,96,100,0,2,12,10,0
18,0,30,1,2,1,76,83,85,1,0,25,6,1
25,0,22,2,4,1,63,92,73,1,0,11,9,0
22,0,26,0,13,1,53,48,87,1,2,12,7,3
22,0,49,2,2,0,96,56,100,1,0,14,7,2
18,1,35,1,13,0,86,57,81,1,0,12,5,2
29,0,38,2,16,1,83,88,99,1,2,18,8,0
26,0,13,3,18,0,93,96,82,1,2,22,4,0
24,1,42,3,6,0,65,47,64,0,0,15,5,3
20,1,10,1,0,1,60,68,62,1,2,16,10,2
23,0,11,3,14,0,87,59,82,1,2,2,7,2
28,1,40,1,4,0,100,67,78,1,1,6,10,2
26,1,48,3,4,1,71,90,80,1,2,21,10,0
25,1,34,1,3,1,87,64,83,1,2,25,9,2
18,1,8,2,8,1,93,94,81,1,1,28,10,0
22,1,10,2,2,1,76,76,54,1,2,27,5,1
23,0,33,3,15,0,63,47,69,1,1,6,5,3
20,0,48,2,10,1,84,58,97,1,0,12,8,2
23,0,48,2,4,0,93,74,92,0,2,13,6,1
29,1,5,3,4,0,53,87,66,1,1,25,6,0
18,0,30,2,16,0,61,78,51,0,2,20,4,1
27,1,15,1,3,0,92,83,81,0,1,3,9,1
19,1,14,3,6,0,73,87,85,1,2,29,9,0
26,0,16,0,9,1,50,50,81,0,1,16,10,3
27,0,13,2,7,0,81,68,71,1,1,28,6,2
24,0,13,0,15,1,89,90,53,1,0,8,6,0
18,0,25,2,20,0,84,80,53,1,2,21,7,1
24,0,49,3,18,1,58,65,73,1,1,25,7,2
25,0,41,0,6,0,58,54,53,1,0,22,4,3
22,1,37,1,4,0,81,81,82,1,2,10,6,1
23,1,21,1,18,0,64,41,56,0,2,28,7,3
22,0,48,2,14,1,73,100,51,1,0,24,7,0
24,0,18,1,14,0,74,61,80,1,2,25,10,2
29,0,28,0,12,1,53,62,62,1,2,7,5,2
26,0,47,1,20,0,59,40,71,1,1,30,7,3
27,1,49,0,3,0,56,79,75,1,2,16,6,1
19,1,36,2,11,0,68,56,59,1,2,10,6,2
19,0,13,1,19,0,94,57,55,1,2,21,9,2
27,1,13,0,2,1,85,96,91,0,1,23,5,0
25,1,22,0,9,0,61,51,94,1,2,29,7,3
23,1,23,0,2,1,77,95,68,0,2,3,10,0
19,0,19,3,12,1,63,40,92,1,2,12,9,3
27,0,30,0,18,1,67,40,62,0,2,29,4,3
29,0,35,2,3,0,62,78,98,0,2,30,5,1
22,0,8,0,19,1,54,54,56,1,1,2,8,3
21,1,44,3,20,1,97,40,59,1,1,2,7,3
22,0,6,0,15,0,51,43,74,0,2,13,9,3
25,1,44,0,14,1,70,55,66,1,1,19,6,2
24,0,26,2,13,0,65,68,99,1,2,20,8,2
27,1,18,0,20,0,91,94,93,1,2,23,4,0
20,1,30,1,17,1,68,93,82,0,0,8,4,0
25,1,10,0,19,1,91,52,60,1,1,25,10,3
22,0,23,1,20,1,87,44,70,1,2,26,9,3
19,0,42,0,11,1,57,90,76,1,2,28,8,0
22,0,22,1,8,0,79,88,97,1,2,25,4,0
21,0,5,3,18,1,54,44,92,1,0,25,10,3
22,0,21,2,14,1,64,73,83,0,1,10,6,1
25,1,27,1,17,0,50,74,54,1,0,27,6,1
25,0,26,2,11,1,100,44,64,1,2,1,6,3
29,0,24,1,11,0,50,100,62,1,2,2,9,0
21,0,46,1,20,0,97,85,82,0,1,8,7,0
23,0,38,1,20,0,87,40,51,1,2,3,4,3
23,0,22,2,17,1,56,82,73,1,1,2,7,1
29,0,17,1,14,0,78,80,73,1,0,24,4,1
29,0,37,0,18,0,81,47,59,0,1,24,7,3
23,0,9,2,11,1,81,82,57,1,2,4,6,1
25,0,14,3,1,1,74,65,94,1,2,4,7,2
20,1,30,0,10,0,53,51,71,1,2,5,5,3
26,0,35,1,19,1,62,90,97,1,2,11,6,0
24,1,6,1,15,1,99,70,61,0,2,3,5,1
25,0,17,0,3,1,76,84,98,0,2,13,8,1
24,1,30,3,4,1,53,72,63,1,0,12,10,1
23,0,48,1,13,1,78,47,78,1,2,8,9,3
23,0,7,1,17,0,55,41,100,1,2,13,4,3
28,0,31,2,11,1,98,45,95,1,2,24,5,3
19,0,22,2,4,1,93,51,93,1,1,20,7,3
28,0,35,1,5,0,97,40,78,0,2,4,8,3
29,0,23,1,9,1,93,65,78,1,2,6,4,2
19,0,15,3,3,1,85,45,56,1,1,19,9,3
21,1,43,2,15,0,82,57,51,1,2,30,10,2
18,0,46,2,7,0,93,42,88,0,2,24,6,3
25,1,8,3,9,0,68,43,84,1,2,24,4,3
26,1,45,0,12,0,67,100,77,1,2,5,8,0
26,0,21,3,1,0,91,63,63,1,2,0,10,2
23,1,46,2,19,1,82,74,59,1,0,7,10,1
20,0,24,0,0,1,62,73,95,1,2,22,9,1
25,0,5,3,14,1,58,98,82,1,1,29,9,0
21,1,48,1,14,0,82,96,54,1,1,24,10,0
26,1,33,2,13,1,68,90,66,0,2,26,5,0
29,0,38,2,11,0,72,53,57,1,2,9,5,3
24,0,18,0,15,1,62,85,67,1,2,3,8,0
25,0,6,2,13,0,67,44,100,0,0,1,10,3
26,1,24,3,17,1,60,63,64,1,2,18,5,2
22,0,39,1,8,1,76,56,71,0,2,3,8,2
29,0,14,0,1,1,76,56,100,1,0,5,5,2
26,0,17,2,13,1,85,74,100,1,2,4,4,1
27,0,42,3,20,1,95,64,60,1,0,22,9,2
23,0,45,1,0,0,52,91,69,0,2,14,9,0
24,0,29,0,19,1,78,46,62,0,2,5,9,3
22,0,7,3,14,0,77,57,84,0,0,30,7,2
24,1,8,2,2,0,71,46,98,1,2,29,10,3
24,1,6,2,14,0,50,55,100,1,0,23,9,2
19,0,34,3,18,1,62,84,67,1,0,1,4,1
20,1,15,3,16,0,87,48,75,0,2,15,4,3
28,0,43,1,16,1,56,54,71,1,2,17,4,3
28,1,49,2,15,0,71,79,78,0,2,16,10,1
26,1,17,1,4,1,64,70,56,0,2,7,5,1
29,0,17,1,2,0,78,97,69,1,2,19,6,0
20,0,32,2,9,0,92,85,98,0,0,5,9,0
26,1,43,1,4,0,97,41,84,1,2,25,8,3
23,0,30,0,0,0,78,80,97,1,2,4,5,1
19,1,37,3,2,1,74,61,93,1,0,29,5,2
19,0,40,0,3,1,61,84,78,1,0,15,5,1
20,1,46,2,6,1,86,83,72,1,2,5,8,1
26,0,28,2,11,0,97,54,95,1,2,23,7,3
29,1,12,3,2,1,87,96,58,1,2,8,9,0
22,1,14,0,18,0,60,59,77,1,0,2,10,2
27,1,15,1,7,1,85,77,75,1,1,10,9,1
29,1,41,3,3,0,93,72,81,1,2,15,7,1
27,0,42,0,7,0,87,95,84,1,2,19,4,0
26,1,21,2,2,1,72,100,95,1,2,27,6,0
20,1,47,3,9,0,74,53,78,1,2,9,5,3
26,1,9,0,13,0,99,45,88,1,2,15,9,3
21,1,8,3,12,0,60,94,87,1,2,13,9,0
26,0,33,0,18,1,58,97,91,0,0,19,10,0
19,1,29,2,14,1,78,82,51,0,2,24,6,1
20,0,18,2,19,0,76,92,92,1,1,20,4,0
28,0,34,3,15,0,79,50,59,0,2,15,5,3
27,1,45,3,9,0,89,81,51,1,2,3,7,1
25,1,10,3,1,1,66,92,51,0,2,23,5,0
18,0,38,2,18,1,93,83,80,1,1,16,9,1
24,0,36,2,0,1,66,63,87,1,2,27,7,2
25,0,41,0,13,1,66,68,83,1,2,23,4,2
29,1,12,3,17,1,56,49,99,1,2,0,5,3
25,1,11,2,12,1,95,88,71,1,2,21,10,0
28,0,7,3,4,0,83,94,65,1,1,20,4,0
27,0,30,0,8,0,96,45,71,0,2,1,10,3
20,0,12,2,8,0,89,64,68,1,2,0,4,2
20,0,29,0,16,1,93,73,52,0,2,23,4,1
21,0,20,0,19,0,98,50,63,0,0,13,4,3
25,1,10,2,1,0,50,100,98,1,2,24,7,0
29,0,34,1,1,1,58,83,57,0,0,10,4,1
25,1,47,3,15,1,76,46,85,1,1,18,5,3
19,1,11,3,3,1,73,57,79,1,2,23,7,2
27,1,29,2,10,1,63,52,64,1,0,22,8,3
21,0,42,1,20,1,98,58,97,0,1,22,8,2
18,1,21,1,18,1,54,66,93,1,2,12,6,2
27,0,10,3,1,1,52,50,81,1,0,25,7,3
28,0,44,2,10,1,85,97,79,0,2,10,7,0
22,0,26,0,20,1,88,61,77,1,1,27,5,2
27,1,46,2,8,0,63,56,99,1,0,15,9,2
19,1,36,3,1,0,85,66,53,1,1,21,6,2
23,1,29,3,3,1,56,76,71,1,2,16,4,1
26,0,26,1,0,1,91,82,67,0,0,24,7,1
22,1,42,3,18,0,88,61,62,1,2,29,6,2
20,1,5,3,16,1,57,83,94,1,1,2,4,1
23,1,14,0,11,1,88,71,99,1,2,19,7,1
21,1,6,3,16,0,86,45,52,1,2,28,6,3
25,1,48,3,17,0,75,54,86,0,1,23,7,3
21,1,31,3,18,0,85,94,66,0,1,9,6,0
18,1,12,0,10,0,77,77,54,1,2,16,5,1
28,1,15,0,18,1,50,67,80,1,2,27,6,2
23,1,38,0,12,1,71,56,74,0,1,9,9,2
29,0,43,3,19,0,57,48,94,1,2,16,4,3
26,0,10,0,9,0,69,80,59,1,2,15,6,1
29,0,7,1,16,1,79,76,96,0,2,4,8,1
24,1,13,0,2,1,70,43,81,1,1,8,9,3
27,0,9,1,2,0,50,99,88,1,2,23,9,0
23,0,14,0,13,1,89,47,54,1,2,16,4,3
26,1,33,3,3,1,74,73,84,1,1,21,5,1
21,0,6,3,11,0,66,75,72,1,2,12,5,1
21,1,37,2,12,1,97,53,93,1,2,5,7,3
25,0,35,0,0,0,55,48,55,1,2,1,6,3
21,1,5,2,4,0,59,48,94,1,1,3,8,3
20,0,10,0,10,1,58,48,51,1,2,18,8,3
18,0,35,0,4,1,73,54,85,0,2,4,4,3
20,1,18,3,4,1,88,46,61,1,1,5,5,3
19,0,37,0,15,0,76,87,63,1,2,23,8,0
22,0,43,0,5,1,100,88,79,0,1,22,4,0
18,1,19,2,14,1,92,67,53,1,2,26,7,2
27,1,24,3,5,0,97,52,92,0,0,25,8,3
27,0,35,3,16,0,89,77,54,0,1,4,7,1
29,1,7,2,7,0,84,40,80,1,1,21,10,3
23,1,6,0,12,0,60,63,52,0,1,29,9,2
19,1,19,1,8,1,87,56,78,1,0,0,4,2
19,1,32,0,0,0,62,59,96,1,2,6,9,2
24,0,39,3,10,1,90,70,63,1,2,12,6,1
22,0,13,0,2,1,75,47,93,1,2,1,7,3
28,0,37,3,11,1,76,86,51,0,1,15,9,0
18,0,9,0,7,0,79,67,62,1,2,11,6,2
24,0,7,0,11,0,75,42,81,1,0,14,10,3
22,0,34,1,13,0,76,86,93,1,0,20,4,0
22,0,12,2,5,0,77,99,93,0,1,28,5,0
28,1,28,2,17,0,85,98,56,0,1,1,8,0
21,1,9,3,6,0,85,98,95,1,2,8,6,0
21,1,12,0,18,0,76,94,98,1,1,21,9,0
18,1,30,0,2,0,75,87,67,1,1,7,9,0
25,1,19,3,0,1,95,66,89,0,1,4,8,2
29,1,40,1,2,1,72,44,55,1,2,10,6,3
21,0,39,0,9,1,92,45,81,1,1,23,7,3
18,1,9,0,18,0,92,50,55,1,1,27,5,3
20,1,17,1,17,1,80,92,51,1,2,17,4,0
26,0,42,3,5,0,75,52,62,1,1,11,7,3
22,0,8,2,3,0,95,99,96,0,1,29,5,0
23,0,48,0,15,1,83,79,93,1,2,1,8,1
26,1,17,0,9,0,81,79,54,1,2,18,4,1
26,0,19,1,11,1,77,72,94,1,0,21,5,1
24,1,49,0,16,1,69,44,56,1,1,13,6,3
28,1,11,3,1,1,77,88,67,1,1,19,8,0
22,1,16,2,2,1,57,52,90,1,2,18,4,3
22,0,21,0,16,1,64,88,80,1,0,3,6,0
23,1,8,0,19,1,68,69,86,1,2,16,9,2
22,0,14,2,4,1,53,66,94,1,1,19,4,2
25,1,46,3,12,1,85,51,93,0,2,20,9,3
23,1,27,2,16,0,77,87,69,0,0,11,10,0
25,0,44,0,10,1,60,76,96,1,2,3,4,1
24,0,31,1,10,1,67,89,96,0,2,12,7,0
20,0,44,0,2,1,54,96,86,1,2,1,7,0
29,1,30,3,12,1,94,77,64,1,1,30,4,1
24,0,12,2,9,1,72,96,59,1,2,29,5,0
24,0,28,3,11,0,74,46,89,1,2,6,7,3
27,0,34,3,20,1,83,68,97,1,1,6,6,2
22,0,30,1,8,1,61,40,76,1,1,5,9,3
24,0,33,0,8,0,57,54,87,1,2,10,5,3
23,1,27,1,14,0,68,89,50,0,2,16,6,0
19,0,48,1,18,0,69,59,51,1,1,26,7,2
19,1,42,0,12,1,87,76,96,1,0,13,9,1
28,0,45,0,5,0,94,69,75,1,0,15,7,2
26,0,37,1,1,1,72,70,54,0,1,23,9,1
21,0,15,1,4,1,97,89,68,0,2,17,7,0
28,1,18,0,9,1,98,84,57,1,0,3,5,1
29,1,46,0,2,1,67,74,71,1,1,18,5,1
24,1,12,3,19,1,92,75,65,0,2,29,7,1
25,1,26,1,17,0,78,96,83,0,1,24,8,0
25,1,20,1,1,1,69,69,52,1,2,11,9,2
24,1,49,0,11,0,83,69,85,1,2,1,4,2
25,1,26,1,4,1,88,74,89,1,2,30,8,1
19,1,15,0,8,1,69,41,97,1,2,4,8,3
26,0,20,1,1,1,71,55,95,1,0,14,6,2
25,1,16,0,19,0,72,74,85,0,2,0,7,1
20,1,22,2,16,1,87,94,94,0,1,2,9,0
18,1,9,1,5,1,90,64,73,1,2,18,7,2
27,1,47,0,1,0,61,49,62,1,1,28,10,3
27,0,48,2,14,0,97,83,51,1,0,28,8,1
22,1,37,3,7,0,59,63,55,1,2,3,5,2
25,0,22,2,8,1,54,58,52,1,1,23,9,2
28,0,6,1,20,1,57,80,91,0,2,12,6,1
28,0,8,0,12,1,60,43,72,1,2,26,8,3
22,0,22,1,8,1,73,97,71,1,2,6,7,0
24,0,13,1,7,1,95,100,96,1,0,7,8,0
20,0,42,3,8,1,100,95,51,1,2,1,9,0
24,1,46,2,10,1,78,40,78,1,2,5,6,3
29,0,44,1,9,1,74,57,96,0,2,18,6,2
24,1,26,0,7,1,87,70,59,1,2,24,8,1
25,0,48,2,5,1,73,77,100,1,2,30,9,1
27,0,28,3,12,1,93,52,81,0,2,10,6,3
21,1,18,2,6,0,67,86,65,1,2,28,6,0
22,1,19,3,18,1,50,87,60,0,0,17,8,0
25,1,19,3,12,0,61,50,98,1,1,2,7,3
23,0,30,2,18,1,81,50,90,0,2,0,7,3
29,0,18,3,18,0,72,73,97,1,2,16,6,1
29,1,46,0,8,1,81,45,99,1,2,12,10,3
21,0,28,2,5,0,84,95,64,1,2,22,10,0
28,1,35,2,1,1,86,58,100,0,1,1,9,2
29,0,49,2,14,1,66,84,86,1,0,21,10,1
18,1,42,1,1,1,50,68,81,1,1,4,8,2
26,0,27,0,2,0,92,60,91,1,0,18,4,2
19,0,45,0,8,1,99,56,64,1,1,30,9,2
19,0,19,2,8,1,59,40,64,0,1,14,10,3
20,1,28,1,18,1,84,99,93,1,2,18,8,0
23,1,8,1,13,0,77,86,77,1,2,20,6,0
20,1,25,3,5,0,52,79,80,0,2,3,8,1
21,1,23,0,10,1,85,97,85,1,1,28,9,0
20,1,14,1,9,1,94,77,83,1,0,26,5,1
29,0,10,1,20,0,93,61,81,0,1,8,10,2
24,1,12,0,3,1,81,71,78,1,1,26,7,1
28,0,10,3,17,0,94,95,63,1,1,8,5,0
25,1,9,3,5,0,65,56,73,0,0,22,10,2
28,1,45,0,20,1,89,64,61,0,2,5,5,2
20,1,31,2,5,1,82,85,51,1,2,29,7,0
21,0,37,3,20,0,96,60,98,1,2,13,7,2
21,0,41,0,17,1,58,78,72,1,2,28,5,1
29,1,21,1,19,0,73,53,92,1,0,14,7,3
25,1,37,2,7,1,65,69,84,0,1,28,4,2
27,1,17,0,5,0,50,93,79,1,2,26,8,0
22,0,21,0,3,1,53,48,75,1,2,27,6,3
27,0,27,1,16,1,74,85,90,0,0,30,6,0
23,0,42,1,18,1,92,41,67,1,0,6,8,3
29,1,44,0,0,0,100,84,55,1,1,9,8,1
21,1,34,2,12,1,96,69,74,1,2,0,6,2
18,1,23,0,1,1,69,66,50,1,2,3,7,2
27,0,20,3,14,1,61,97,99,0,0,16,10,0
18,0,26,1,14,1,65,48,78,1,1,2,5,3
20,1,21,3,6,1,89,84,53,0,1,0,8,1
28,0,22,3,13,1,83,56,94,0,2,29,6,2
19,0,8,0,1,0,52,54,88,0,1,18,5,3
27,0,45,2,10,0,50,79,52,1,1,3,8,1
23,1,42,3,14,1,70,61,86,1,2,28,7,2
25,1,20,0,15,1,85,65,52,0,0,22,7,2
25,1,17,0,15,0,69,70,96,0,1,11,5,1
22,1,6,2,9,1,57,43,69,1,2,22,7,3
23,1,6,0,16,1,53,47,95,1,1,29,7,3
22,1,40,0,5,0,88,80,51,1,2,22,4,1
19,1,21,1,1,0,83,87,100,1,1,13,6,0
27,0,40,1,4,1,61,66,63,1,1,24,8,2
23,0,43,0,14,0,71,88,99,0,2,20,10,0
28,0,32,3,6,0,59,90,73,0,2,0,7,0
23,0,34,0,20,1,65,95,63,1,2,1,8,0
26,1,23,0,0,1,93,91,62,1,0,13,7,0
19,1,22,0,3,1,60,50,56,1,2,8,9,3
22,1,15,3,7,1,55,43,90,0,2,27,5,3
25,0,28,3,1,0,57,92,50,1,2,26,4,0
28,1,42,3,8,0,55,82,73,0,2,12,4,1
23,1,39,2,18,1,72,83,97,1,2,4,10,1
24,1,20,0,9,0,83,100,67,0,2,16,8,0
29,0,6,3,1,1,93,86,79,0,2,28,5,0
22,1,34,3,8,1,76,67,79,0,0,10,5,2
22,1,24,1,11,1,76,82,86,1,2,14,4,1
19,0,18,3,8,1,91,69,87,0,1,15,8,2
22,0,30,3,6,1,68,92,92,1,2,21,5,0
